NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,VOTING AUTHORITY SOLE,VOTING AUTHORITY SHARED,VOTING AUTHORITY NONE,Filing Date
DTE ENERGY COMPANY,COMMON STOCK,233331107,6280,56,SH,,DFND,,56,0,0,0001291422-24-000002
DUPONT DE NEMOURS INC,COMMON STOCK,26614N102,1132645,14773,SH,,SOLE,,14773,0,0,0001291422-24-000002
EASTMAN CHEM CO COM,COMMON STOCK,277432100,2751446,27454,SH,,SOLE,,27092,0,362,0001291422-24-000002
EATON CORP PLC,COMMON STOCK,G29183103,16455730,52628,SH,,SOLE,,52368,0,260,0001291422-24-000002
EATON CORP PLC,COMMON STOCK,G29183103,100058,320,SH,,DFND,,320,0,0,0001291422-24-000002
EDWARDS LIFESCIENCES CORP COM,COMMON STOCK,28176E108,13916215,145628,SH,,SOLE,,145056,0,572,0001291422-24-000002
ELI LILLY & CO,COMMON STOCK,532457108,47581588,61162,SH,,SOLE,,60743,0,419,0001291422-24-000002
ELI LILLY & CO,COMMON STOCK,532457108,322853,415,SH,,DFND,,415,0,0,0001291422-24-000002
EMERSON ELECTRIC CO,COMMON STOCK,291011104,199279,1757,SH,,SOLE,,1757,0,0,0001291422-24-000002
EMERSON ELECTRIC CO,COMMON STOCK,291011104,41965,370,SH,,DFND,,370,0,0,0001291422-24-000002
ENTERGY CORPORATION,COMMON STOCK,29364G103,475031,4495,SH,,SOLE,,4495,0,0,0001291422-24-000002
EXXON MOBIL CORP COM,COMMON STOCK,30231G102,17499015,150542,SH,,SOLE,,149375,0,1167,0001291422-24-000002
EXXON MOBIL CORP COM,COMMON STOCK,30231G102,195864,1685,SH,,OTR,,1685,0,0,0001291422-24-000002
FORTIVE CORPORATION,COMMON STOCK,34959J108,1541478,17920,SH,,SOLE,,17920,0,0,0001291422-24-000002
FRANKLIN STREET PROPERTIES CORP,COMMON STOCK,35471R106,37934,16711,SH,,SOLE,,16711,0,0,0001291422-24-000002
GALLAGHER ARTHUR J & CO COM,COMMON STOCK,363576109,5175329,20698,SH,,SOLE,,20698,0,0,0001291422-24-000002
GALLAGHER ARTHUR J & CO COM,COMMON STOCK,363576109,9251,37,SH,,DFND,,37,0,0,0001291422-24-000002
GARMIN LTD,COMMON STOCK,H2906T109,2193301,14733,SH,,SOLE,,14733,0,0,0001291422-24-000002
GARMIN LTD,COMMON STOCK,H2906T109,8337,56,SH,,DFND,,56,0,0,0001291422-24-000002
GENERAL DYNAMICS CORPORATION,COMMON STOCK,369550108,1087021,3848,SH,,SOLE,,3848,0,0,0001291422-24-000002
GENUINE PARTS COMPANY,COMMON STOCK,372460105,935315,6037,SH,,SOLE,,6037,0,0,0001291422-24-000002
"GILEAD SCIENCES, INC.",COMMON STOCK,375558103,2212812,30209,SH,,SOLE,,30209,0,0,0001291422-24-000002
GLACIER BANCORP INC.,COMMON STOCK,37637Q105,1468443,36456,SH,,SOLE,,36456,0,0,0001291422-24-000002
GLOBAL PAYMENTS,COMMON STOCK,37940X102,4508235,33729,SH,,SOLE,,33519,0,210,0001291422-24-000002
GOLDMAN ACTIVEBETA US LC ETF,COMMON STOCK,381430503,1116261,10755,SH,,SOLE,,10755,0,0,0001291422-24-000002
GOLDMAN SACHS GROUP INC,COMMON STOCK,38141G104,13551531,32444,SH,,SOLE,,32266,0,178,0001291422-24-000002
HCA HOLDINGS INC,COMMON STOCK,40412C101,341535,1024,SH,,SOLE,,1024,0,0,0001291422-24-000002
HOME DEPOT INC,COMMON STOCK,437076102,20104086,52409,SH,,SOLE,,51983,0,426,0001291422-24-000002
HOME DEPOT INC,COMMON STOCK,437076102,31455,82,SH,,DFND,,82,0,0,0001291422-24-000002
HONEYWELL INTL INC,COMMON STOCK,438516106,9238556,45011,SH,,SOLE,,44687,0,324,0001291422-24-000002
HP INC,COMMON STOCK,40434L105,1528051,50564,SH,,SOLE,,50564,0,0,0001291422-24-000002
HP INC,COMMON STOCK,40434L105,39286,1300,SH,,DFND,,1300,0,0,0001291422-24-000002
HUNTINGTON BANCSHARES,COMMON STOCK,446150104,194435,13938,SH,,SOLE,,13938,0,0,0001291422-24-000002
HUNTSMAN CORP,COMMON STOCK,447011107,1282110,49255,SH,,SOLE,,49255,0,0,0001291422-24-000002
HUNTSMAN CORP,COMMON STOCK,447011107,8460,325,SH,,DFND,,325,0,0,0001291422-24-000002
ICON PLC,COMMON STOCK,G4705A100,219711,654,SH,,SOLE,,654,0,0,0001291422-24-000002
ILLINOIS TOOL,COMMON STOCK,452308109,5654518,21073,SH,,SOLE,,21073,0,0,0001291422-24-000002
ILLINOIS TOOL,COMMON STOCK,452308109,516535,1925,SH,,OTR,,1925,0,0,0001291422-24-000002
"ILLUMINA, INC.",COMMON STOCK,452327109,1946254,14173,SH,,SOLE,,14080,0,93,0001291422-24-000002
INGERSOLL-RAND INC,COMMON STOCK,45687V106,248168,2614,SH,,SOLE,,2614,0,0,0001291422-24-000002
INGREDION INCORPORATED,COMMON STOCK,457187102,408975,3500,SH,,SOLE,,3500,0,0,0001291422-24-000002
INTERCONTINENTAL EXCHANGE INC,COMMON STOCK,45866F104,8913851,64861,SH,,SOLE,,64200,0,661,0001291422-24-000002
INVESCO,COMMON STOCK,46090E103,212236,478,SH,,SOLE,,478,0,0,0001291422-24-000002
ISHARES,COMMON STOCK,464287150,213536,1852,SH,,SOLE,,1852,0,0,0001291422-24-000002
ISHARES,COMMON STOCK,464287168,252519,2050,SH,,SOLE,,2050,0,0,0001291422-24-000002
ISHARES,COMMON STOCK,464287465,583777,7310,SH,,SOLE,,7310,0,0,0001291422-24-000002
ISHARES,COMMON STOCK,464287655,713127,3391,SH,,SOLE,,3391,0,0,0001291422-24-000002
ISHARES CORE,COMMON STOCK,46432F339,818463,4980,SH,,SOLE,,4980,0,0,0001291422-24-000002
ISHARES GOLD TRUST,COMMON STOCK,464285204,320704,7634,SH,,SOLE,,5625,0,2009,0001291422-24-000002
ISHARES MSCI,COMMON STOCK,464286525,263175,2500,SH,,SOLE,,2500,0,0,0001291422-24-000002
JOHNSON & JOHNSON,COMMON STOCK,478160104,4977916,31468,SH,,SOLE,,31468,0,0,0001291422-24-000002
JOHNSON & JOHNSON,COMMON STOCK,478160104,36384,230,SH,,DFND,,230,0,0,0001291422-24-000002
JOHNSON & JOHNSON,COMMON STOCK,478160104,22147,140,SH,,OTR,,140,0,0,0001291422-24-000002
JOHNSON CTLS INTL PLC NPV,COMMON STOCK,G51502105,2911178,44568,SH,,SOLE,,44568,0,0,0001291422-24-000002
JOHNSON CTLS INTL PLC NPV,COMMON STOCK,G51502105,8949,137,SH,,DFND,,137,0,0,0001291422-24-000002
JP MORGAN CHASE & CO,COMMON STOCK,46625H100,24013200,119886,SH,,SOLE,,119136,0,750,0001291422-24-000002
JP MORGAN CHASE & CO,COMMON STOCK,46625H100,233350,1165,SH,,OTR,,1165,0,0,0001291422-24-000002
KEURIG DR PEPPER INC,COMMON STOCK,49271V100,2081668,67873,SH,,SOLE,,67873,0,0,0001291422-24-000002
KEURIG DR PEPPER INC,COMMON STOCK,49271V100,8250,269,SH,,DFND,,269,0,0,0001291422-24-000002
KNIGHT - SWIFT TRANSPORTATION,COMMON STOCK,499049104,3292720,59846,SH,,SOLE,,59103,0,743,0001291422-24-000002
LAMB WESTON HOLDINGS INC,COMMON STOCK,513272104,399807,3753,SH,,SOLE,,3753,0,0,0001291422-24-000002
LINDE PLC,COMMON STOCK,G54950103,3962041,8533,SH,,SOLE,,8533,0,0,0001291422-24-000002
LINDE PLC,COMMON STOCK,G54950103,24609,53,SH,,DFND,,53,0,0,0001291422-24-000002
LINDE PLC,COMMON STOCK,G54950103,325024,700,SH,,OTR,,700,0,0,0001291422-24-000002
LOCKHEED MARTIN CORPORATION,COMMON STOCK,539830109,3411525,7500,SH,,SOLE,,7500,0,0,0001291422-24-000002
LOCKHEED MARTIN CORPORATION,COMMON STOCK,539830109,50036,110,SH,,DFND,,110,0,0,0001291422-24-000002
LOWES COS INC,COMMON STOCK,548661107,16207196,63625,SH,,SOLE,,63625,0,0,0001291422-24-000002
LOWES COS INC,COMMON STOCK,548661107,286571,1125,SH,,OTR,,1125,0,0,0001291422-24-000002
MARATHON PETROLEUM CORP,COMMON STOCK,56585A102,6675319,33128,SH,,SOLE,,33128,0,0,0001291422-24-000002
MARATHON PETROLEUM CORP,COMMON STOCK,56585A102,14911,74,SH,,DFND,,74,0,0,0001291422-24-000002
MARRIOTT INTL INC CL A,COMMON STOCK,571903202,12855445,50951,SH,,SOLE,,50443,0,508,0001291422-24-000002
MARSH & MCLENNAN COS INC,COMMON STOCK,571748102,12268371,59561,SH,,SOLE,,59040,0,521,0001291422-24-000002
"MARTIN MARIETTA MATERIALS, INC.",COMMON STOCK,573284106,996425,1623,SH,,SOLE,,1623,0,0,0001291422-24-000002
MCDONALDS CORP,COMMON STOCK,580135101,883915,3135,SH,,SOLE,,3135,0,0,0001291422-24-000002
MCDONALDS CORP,COMMON STOCK,580135101,35244,125,SH,,OTR,,125,0,0,0001291422-24-000002
MEDTRONIC PLC NPV,COMMON STOCK,G5960L103,2412135,27678,SH,,SOLE,,27678,0,0,0001291422-24-000002
MERCK & CO INC NEW,COMMON STOCK,58933Y105,8606047,65222,SH,,SOLE,,65222,0,0,0001291422-24-000002
MERCK & CO INC NEW,COMMON STOCK,58933Y105,59378,450,SH,,DFND,,450,0,0,0001291422-24-000002
META PLATFORMS INC,COMMON STOCK,30303M102,18706006,38523,SH,,SOLE,,38059,0,464,0001291422-24-000002
MICROSOFT CORP COM,COMMON STOCK,594918104,83419107,198277,SH,,SOLE,,196803,0,1474,0001291422-24-000002
MICROSOFT CORP COM,COMMON STOCK,594918104,126216,300,SH,,DFND,,300,0,0,0001291422-24-000002
MICROSOFT CORP COM,COMMON STOCK,594918104,94662,225,SH,,OTR,,225,0,0,0001291422-24-000002
MIRA PHARMACEUTICALS INC.,COMMON STOCK,60458C104,22000,20000,SH,,SOLE,,20000,0,0,0001291422-24-000002
MONDELEZ INTERNATIONAL INC,COMMON STOCK,609207105,6427260,91818,SH,,SOLE,,90903,0,915,0001291422-24-000002
"MOTOROLA SOLUTIONS, INC",COMMON STOCK,620076307,534245,1505,SH,,SOLE,,1505,0,0,0001291422-24-000002
NASDAQ INC,COMMON STOCK,631103108,1389593,22022,SH,,SOLE,,22022,0,0,0001291422-24-000002
NASDAQ INC,COMMON STOCK,631103108,25429,403,SH,,DFND,,403,0,0,0001291422-24-000002
NEXTERA ENERGY,COMMON STOCK,65339F101,325876,5099,SH,,SOLE,,5099,0,0,0001291422-24-000002
NIKE INC,COMMON STOCK,654106103,4869581,51815,SH,,SOLE,,51307,0,508,0001291422-24-000002
NORTHROP GRUMMAN CORPORATION,COMMON STOCK,666807102,8009442,16733,SH,,SOLE,,16568,0,165,0001291422-24-000002
NVIDIA CORPORATION,COMMON STOCK,67066G104,32782965,36282,SH,,SOLE,,35837,0,445,0001291422-24-000002
ORACLE CORP COM,COMMON STOCK,68389X105,5061079,40292,SH,,SOLE,,40292,0,0,0001291422-24-000002
PACER,COMMON STOCK,69374H857,294960,6000,SH,,SOLE,,6000,0,0,0001291422-24-000002
PALO ALTO NETWORKS INC,COMMON STOCK,697435105,9093868,32006,SH,,SOLE,,31661,0,345,0001291422-24-000002
PEPSICO INC COM,COMMON STOCK,713448108,56892243,325080,SH,,SOLE,,324539,0,541,0001291422-24-000002
PEPSICO INC COM,COMMON STOCK,713448108,64754,370,SH,,OTR,,370,0,0,0001291422-24-000002
PFIZER INC COM,COMMON STOCK,717081103,601343,21670,SH,,SOLE,,21670,0,0,0001291422-24-000002
PHILLIPS 66,COMMON STOCK,718546104,5510277,33735,SH,,SOLE,,33398,0,337,0001291422-24-000002
PNC FINANCIAL SERVICES GROUP,COMMON STOCK,693475105,7755992,47995,SH,,SOLE,,47848,0,147,0001291422-24-000002
PPG,COMMON STOCK,693506107,2999890,20703,SH,,SOLE,,20455,0,248,0001291422-24-000002
PROCTER & GAMBLE,COMMON STOCK,742718109,21703932,133768,SH,,SOLE,,133152,0,616,0001291422-24-000002
PROCTER & GAMBLE,COMMON STOCK,742718109,39751,245,SH,,DFND,,245,0,0,0001291422-24-000002
PROCTER & GAMBLE,COMMON STOCK,742718109,52732,325,SH,,OTR,,325,0,0,0001291422-24-000002
PROLOGIS INC,COMMON STOCK,74340W103,5240586,40244,SH,,SOLE,,39755,0,489,0001291422-24-000002
PUBLIC SERVICE ENTERPRISE GROUP,COMMON STOCK,744573106,3122703,46761,SH,,SOLE,,46761,0,0,0001291422-24-000002
PUBLIC SERVICE ENTERPRISE GROUP,COMMON STOCK,744573106,28382,425,SH,,DFND,,425,0,0,0001291422-24-000002
QUALCOMM INC COM,COMMON STOCK,747525103,2371736,14009,SH,,SOLE,,14009,0,0,0001291422-24-000002
QUALCOMM INC COM,COMMON STOCK,747525103,50790,300,SH,,DFND,,300,0,0,0001291422-24-000002
QUALCOMM INC COM,COMMON STOCK,747525103,203160,1200,SH,,OTR,,1200,0,0,0001291422-24-000002
REPUBLIC SERVICES INC,COMMON STOCK,760759100,6252238,32659,SH,,SOLE,,32348,0,311,0001291422-24-000002
"RPM INTERNATIONAL, INC",COMMON STOCK,749685103,267638,2250,SH,,SOLE,,2250,0,0,0001291422-24-000002
RTX CORP,COMMON STOCK,75513E101,4342622,44526,SH,,SOLE,,44526,0,0,0001291422-24-000002
SCHLUMBERGER LTD COM,COMMON STOCK,806857108,3026999,55227,SH,,SOLE,,54497,0,730,0001291422-24-000002
SCHWAB (CHARLES) CORP COM,COMMON STOCK,808513105,4353709,60184,SH,,SOLE,,59358,0,826,0001291422-24-000002
SELECT SECTOR SPDR FUND,COMMON STOCK,81369Y506,1551817,16437,SH,,SOLE,,16437,0,0,0001291422-24-000002
SELECT SECTOR SPDR FUND,COMMON STOCK,81369Y803,296369,1423,SH,,SOLE,,1423,0,0,0001291422-24-000002
SERVICENOW INC,COMMON STOCK,81762P102,4212256,5525,SH,,SOLE,,5461,0,64,0001291422-24-000002
SPDR PORFOLIO S&P,COMMON STOCK,78464A763,516298,3934,SH,,SOLE,,470,0,3464,0001291422-24-000002
SPDR S&P 500 ETF TRUST,COMMON STOCK,78462F103,7293164,13943,SH,,SOLE,,13943,0,0,0001291422-24-000002
TARGET CORP,COMMON STOCK,87612E106,2394109,13510,SH,,SOLE,,13510,0,0,0001291422-24-000002
TARGET CORP,COMMON STOCK,87612E106,18075,102,SH,,DFND,,102,0,0,0001291422-24-000002
TESLA MOTORS INC,COMMON STOCK,88160R101,534050,3038,SH,,SOLE,,3038,0,0,0001291422-24-000002
TEXAS INSTRS INC COM,COMMON STOCK,882508104,8902491,51102,SH,,SOLE,,50867,0,235,0001291422-24-000002
THERMO FISHER SCIENTIFIC,COMMON STOCK,883556102,16069301,27648,SH,,SOLE,,27407,0,241,0001291422-24-000002
THERMO FISHER SCIENTIFIC,COMMON STOCK,883556102,172619,297,SH,,OTR,,297,0,0,0001291422-24-000002
THOMSON REUTERS CORP,COMMON STOCK,884903808,3921314,25164,SH,,SOLE,,25164,0,0,0001291422-24-000002
THOMSON REUTERS CORP,COMMON STOCK,884903808,74954,481,SH,,DFND,,481,0,0,0001291422-24-000002
"TJX COMPANIES, INC",COMMON STOCK,872540109,12359651,121866,SH,,SOLE,,120964,0,902,0001291422-24-000002
"TJX COMPANIES, INC",COMMON STOCK,872540109,9229,91,SH,,DFND,,91,0,0,0001291422-24-000002
TRADE DESK INC/THE - CLASS A,COMMON STOCK,88339J105,343036,3924,SH,,SOLE,,3924,0,0,0001291422-24-000002
TRANE TECHNOLOGIES,COMMON STOCK,G8994E103,8115608,27034,SH,,SOLE,,26765,0,269,0001291422-24-000002
TRUIST FINANCIAL CORP.,COMMON STOCK,89832Q109,1645463,42213,SH,,SOLE,,42213,0,0,0001291422-24-000002
TRUIST FINANCIAL CORP.,COMMON STOCK,89832Q109,17931,460,SH,,DFND,,460,0,0,0001291422-24-000002
ULTA BEAUTY INC,COMMON STOCK,90384S303,5622533,10753,SH,,SOLE,,10623,0,130,0001291422-24-000002
UNION PAC CORP COM,COMMON STOCK,907818108,11771446,47865,SH,,SOLE,,47598,0,267,0001291422-24-000002
UNITED HEALTH GROUP INC,COMMON STOCK,91324P102,20757139,41959,SH,,SOLE,,41603,0,356,0001291422-24-000002
VANGUARD,COMMON STOCK,921908844,1339262,7334,SH,,SOLE,,7334,0,0,0001291422-24-000002
VANGUARD,COMMON STOCK,921932828,2485736,24490,SH,,SOLE,,24490,0,0,0001291422-24-000002
VANGUARD,COMMON STOCK,921932885,3285195,31892,SH,,SOLE,,31892,0,0,0001291422-24-000002
VANGUARD,COMMON STOCK,921943858,1422119,28346,SH,,SOLE,,28346,0,0,0001291422-24-000002
VANGUARD,COMMON STOCK,921946406,278519,2302,SH,,SOLE,,2302,0,0,0001291422-24-000002
VANGUARD,COMMON STOCK,922042858,1061710,25418,SH,,SOLE,,25418,0,0,0001291422-24-000002
VANGUARD,COMMON STOCK,922908363,11550262,24028,SH,,SOLE,,24028,0,0,0001291422-24-000002
VANGUARD,COMMON STOCK,922908629,3056290,12232,SH,,SOLE,,12232,0,0,0001291422-24-000002
VANGUARD,COMMON STOCK,922908751,1230729,5384,SH,,SOLE,,5384,0,0,0001291422-24-000002
VEEVA SYSTEMS INC,COMMON STOCK,922475108,635063,2741,SH,,SOLE,,2741,0,0,0001291422-24-000002
VERALTO CORP.,COMMON STOCK,92338C103,2099306,23678,SH,,SOLE,,23570,0,108,0001291422-24-000002
VERALTO CORP.,COMMON STOCK,92338C103,2305,26,SH,,OTR,,26,0,0,0001291422-24-000002
"VERTEX PHARMACEUTICALS, INC.",COMMON STOCK,92532F100,256659,614,SH,,SOLE,,614,0,0,0001291422-24-000002
VERTIV HOLDINGS CO,COMMON STOCK,92537N108,5389158,65987,SH,,SOLE,,64966,0,1021,0001291422-24-000002
VICTORY SYCAMORE,MUTUAL FUNDS -,92646A831,36479435,721936,SH,,SOLE,,718317,0,3619,0001291422-24-000002
VICTORY SYCAMORE,MUTUAL FUNDS -,92646A831,39865,789,SH,,OTR,,789,0,0,0001291422-24-000002
VISA INC.,COMMON STOCK,92826C839,33912125,121514,SH,,SOLE,,120860,0,654,0001291422-24-000002
WAL-MART STORES INC.,COMMON STOCK,931142103,9802196,162908,SH,,SOLE,,162071,0,837,0001291422-24-000002
WAL-MART STORES INC.,COMMON STOCK,931142103,56861,945,SH,,DFND,,945,0,0,0001291422-24-000002
WAL-MART STORES INC.,COMMON STOCK,931142103,23827,396,SH,,OTR,,396,0,0,0001291422-24-000002
WEC ENERGY GROUP INC,COMMON STOCK,92939U106,2522724,30720,SH,,SOLE,,30720,0,0,0001291422-24-000002
WEC ENERGY GROUP INC,COMMON STOCK,92939U106,15521,189,SH,,DFND,,189,0,0,0001291422-24-000002
WELLS FARGO & COMPANY,COMMON STOCK,949746101,246620,4255,SH,,SOLE,,4255,0,0,0001291422-24-000002
WISDOMTREE,COMMON STOCK,97717W505,224147,4596,SH,,SOLE,,0,0,4596,0001291422-24-000002
WORKDAY INC - CLASS A,COMMON STOCK,98138H101,3892737,14272,SH,,SOLE,,14099,0,173,0001291422-24-000002
ZOETIS INC,COMMON STOCK,98978V103,2863867,16925,SH,,SOLE,,16671,0,254,0001291422-24-000002
ABBOTT LABORATORIES,COMMON STOCK,002824100,3631429,32992,SH,,SOLE,,32992,0,0,0001291422-24-000003
ABBOTT LABORATORIES,COMMON STOCK,002824100,601533,5465,SH,,OTR,,5465,0,0,0001291422-24-000003
ABBVIE INC,COMMON STOCK,00287Y109,16839660,108664,SH,,SOLE,,108138,0,526,0001291422-24-000003
ABBVIE INC,COMMON STOCK,00287Y109,46491,300,SH,,DFND,,300,0,0,0001291422-24-000003
ABBVIE INC,COMMON STOCK,00287Y109,840712,5425,SH,,OTR,,5425,0,0,0001291422-24-000003
ACCENTURE PLC-CL A,COMMON STOCK,G1151C101,21789050,62093,SH,,SOLE,,61703,0,390,0001291422-24-000003
AIR PRODUCTS & CHEMICALS INC.,COMMON STOCK,009158106,8160889,29806,SH,,SOLE,,29495,0,311,0001291422-24-000003
AIR PRODUCTS & CHEMICALS INC.,COMMON STOCK,009158106,16976,62,SH,,DFND,,62,0,0,0001291422-24-000003
ALPHABET INC,COMMON STOCK,02079K107,6364822,45163,SH,,SOLE,,45163,0,0,0001291422-24-000003
ALPHABET INC,COMMON STOCK,02079K305,40537076,290193,SH,,SOLE,,287656,0,2537,0001291422-24-000003
AMAZON.COM INC.,COMMON STOCK,023135106,34458021,226787,SH,,SOLE,,224731,0,2056,0001291422-24-000003
AMERICAN ELECTRIC POWER,COMMON STOCK,025537101,5838656,71887,SH,,SOLE,,71123,0,764,0001291422-24-000003
AMGEN INC,COMMON STOCK,031162100,1629617,5658,SH,,SOLE,,5658,0,0,0001291422-24-000003
"ANALOG DEVICES, INC.",COMMON STOCK,032654105,10580671,53287,SH,,SOLE,,52763,0,524,0001291422-24-000003
"ANALOG DEVICES, INC.",COMMON STOCK,032654105,90345,455,SH,,DFND,,455,0,0,0001291422-24-000003
AON CORPORATION,COMMON STOCK,G0403H108,1030211,3540,SH,,SOLE,,3540,0,0,0001291422-24-000003
APPLE INC.,COMMON STOCK,037833100,124745388,647927,SH,,SOLE,,645601,0,2326,0001291422-24-000003
APPLE INC.,COMMON STOCK,037833100,573546,2979,SH,,OTR,,2979,0,0,0001291422-24-000003
APPLIED MATERIALS INC COM,COMMON STOCK,038222105,5695311,35141,SH,,SOLE,,34699,0,442,0001291422-24-000003
ARISTA NETWORKS INC,COMMON STOCK,040413106,836531,3552,SH,,SOLE,,3552,0,0,0001291422-24-000003
ASTRAZENECA PLC,COMMON STOCK,046353108,863365,12819,SH,,SOLE,,12819,0,0,0001291422-24-000003
AUTOMATIC DATA PROCESSING INCOM,COMMON STOCK,053015103,3690014,15839,SH,,SOLE,,15839,0,0,0001291422-24-000003
BANK OF AMERICA CORP,COMMON STOCK,060505104,5686293,168883,SH,,SOLE,,167649,0,1234,0001291422-24-000003
BANK OF MONTREAL,COMMON STOCK,063671101,926078,9360,SH,,SOLE,,9360,0,0,0001291422-24-000003
BERKSHIRE HATHAWAY INC,COMMON STOCK,084670702,11596807,32515,SH,,SOLE,,32209,0,306,0001291422-24-000003
BERKSHIRE HATHAWAY INC,COMMON STOCK,084670702,178330,500,SH,,OTR,,500,0,0,0001291422-24-000003
"BLACKROCK, INC.",COMMON STOCK,09247X101,2018949,2487,SH,,SOLE,,2487,0,0,0001291422-24-000003
"BLACKROCK, INC.",COMMON STOCK,09247X101,5683,7,SH,,DFND,,7,0,0,0001291422-24-000003
BOEING CO,COMMON STOCK,097023105,12500486,47957,SH,,SOLE,,47566,0,391,0001291422-24-000003
BOSTON SCIENTIFIC CORP,COMMON STOCK,101137107,7593864,131359,SH,,SOLE,,129679,0,1680,0001291422-24-000003
BP PLC SPONSORED ADR,COMMON STOCK,055622104,941250,26589,SH,,SOLE,,26589,0,0,0001291422-24-000003
BRISTOL MYERS SQUIBB CO COM,COMMON STOCK,110122108,1038822,20246,SH,,SOLE,,20246,0,0,0001291422-24-000003
BROADCOM INC.,COMMON STOCK,11135F101,43560606,39024,SH,,SOLE,,38816,0,208,0001291422-24-000003
BROADCOM INC.,COMMON STOCK,11135F101,100463,90,SH,,DFND,,90,0,0,0001291422-24-000003
CAMDEN PROPERTY TRUST,COMMON STOCK,133131102,952787,9596,SH,,SOLE,,9596,0,0,0001291422-24-000003
CATERPILLAR INC DEL COM,COMMON STOCK,149123101,336768,1139,SH,,SOLE,,1139,0,0,0001291422-24-000003
CATERPILLAR INC DEL COM,COMMON STOCK,149123101,257232,870,SH,,OTR,,870,0,0,0001291422-24-000003
CHEMOURS CO USD 0.01,COMMON STOCK,163851108,215098,6820,SH,,SOLE,,6820,0,0,0001291422-24-000003
CHEVRON TEXACO CORP,COMMON STOCK,166764100,12315986,82569,SH,,SOLE,,82012,0,557,0001291422-24-000003
CHEVRON TEXACO CORP,COMMON STOCK,166764100,25357,170,SH,,DFND,,170,0,0,0001291422-24-000003
CHUBB LIMITED,COMMON STOCK,H1467J104,645456,2856,SH,,SOLE,,2856,0,0,0001291422-24-000003
CINTAS CORPORATION,COMMON STOCK,172908105,15083386,25028,SH,,SOLE,,24805,0,223,0001291422-24-000003
CISCO SYS INC,COMMON STOCK,17275R102,4100205,81160,SH,,SOLE,,81160,0,0,0001291422-24-000003
CISCO SYS INC,COMMON STOCK,17275R102,51025,1010,SH,,DFND,,1010,0,0,0001291422-24-000003
CMS ENERGY CORPORATION,COMMON STOCK,125896100,3429453,59057,SH,,SOLE,,58361,0,696,0001291422-24-000003
COCA COLA CO COM,COMMON STOCK,191216100,464781,7887,SH,,SOLE,,7887,0,0,0001291422-24-000003
COLGATE PALMOLIVE CO COM,COMMON STOCK,194162103,2152,27,SH,,SOLE,,27,0,0,0001291422-24-000003
COLGATE PALMOLIVE CO COM,COMMON STOCK,194162103,205971,2584,SH,,OTR,,2584,0,0,0001291422-24-000003
COMCAST CORP,COMMON STOCK,20030N101,5987907,136554,SH,,SOLE,,135680,0,874,0001291422-24-000003
COMCAST CORP,COMMON STOCK,20030N101,14120,322,SH,,DFND,,322,0,0,0001291422-24-000003
CONOCOPHILLIPS,COMMON STOCK,20825C104,4659167,40141,SH,,SOLE,,39920,0,221,0001291422-24-000003
CONOCOPHILLIPS,COMMON STOCK,20825C104,8473,73,SH,,DFND,,73,0,0,0001291422-24-000003
CONSTELLATION BRANDS INC -,COMMON STOCK,21036P108,7116919,29439,SH,,SOLE,,29103,0,336,0001291422-24-000003
CORTEVA INC,COMMON STOCK,22052L104,522424,10902,SH,,SOLE,,10902,0,0,0001291422-24-000003
COTERRA ENERGY INC,COMMON STOCK,127097103,1915889,75074,SH,,SOLE,,75074,0,0,0001291422-24-000003
COTERRA ENERGY INC,COMMON STOCK,127097103,7350,288,SH,,DFND,,288,0,0,0001291422-24-000003
CROWN CASTLE INTERNATIONAL,COMMON STOCK,22822V101,6546019,56828,SH,,SOLE,,56344,0,484,0001291422-24-000003
"CULLEN/FROST BANKERS, INC.",COMMON STOCK,229899109,1611290,14852,SH,,SOLE,,14852,0,0,0001291422-24-000003
CUMMINS INC.,COMMON STOCK,231021106,3293609,13748,SH,,SOLE,,13748,0,0,0001291422-24-000003
CUMMINS INC.,COMMON STOCK,231021106,41925,175,SH,,DFND,,175,0,0,0001291422-24-000003
DANAHER CORPORATION,COMMON STOCK,235851102,16528086,71445,SH,,SOLE,,71120,0,325,0001291422-24-000003
DANAHER CORPORATION,COMMON STOCK,235851102,18507,80,SH,,OTR,,80,0,0,0001291422-24-000003
DIAGEO PLC,COMMON STOCK,25243Q205,2678251,18387,SH,,SOLE,,18387,0,0,0001291422-24-000003
DIAGEO PLC,COMMON STOCK,25243Q205,24762,170,SH,,DFND,,170,0,0,0001291422-24-000003
DISNEY,COMMON STOCK,254687106,5801131,64250,SH,,SOLE,,63899,0,351,0001291422-24-000003
DISNEY,COMMON STOCK,254687106,8307,92,SH,,OTR,,92,0,0,0001291422-24-000003
DOW INC,COMMON STOCK,260557103,808341,14740,SH,,SOLE,,14740,0,0,0001291422-24-000003
DTE ENERGY COMPANY,COMMON STOCK,233331107,1251897,11354,SH,,SOLE,,11354,0,0,0001291422-24-000003
DTE ENERGY COMPANY,COMMON STOCK,233331107,6175,56,SH,,DFND,,56,0,0,0001291422-24-000003
DUPONT DE NEMOURS INC,COMMON STOCK,26614N102,1136486,14773,SH,,SOLE,,14773,0,0,0001291422-24-000003
